विनन्दिनी,56,4,14,द दा दा द दा दा द दा दा द दा दा द दा,14,द दा दा द दा दा द दा दा द दा दा द दा,14,द दा दा द दा दा द दा दा द दा दा द दा,14,द दा दा द दा दा द दा दा द दा दा द दा,सम-वृत्त
रामाबद्धम्,92,4,23,दा दा दा दा द दा द दा दा दा द दा दा दा द दा द दा दा दा द दा दा,23,दा दा दा दा द दा द दा दा दा द दा दा दा द दा द दा दा दा द दा दा,23,दा दा दा दा द दा द दा दा दा द दा दा दा द दा द दा दा दा द दा दा,23,दा दा दा दा द दा द दा दा दा द दा दा दा द दा द दा दा दा द दा दा,सम-वृत्त
जलधरमाला,48,4,12,दा दा दा दा द दा द दा दा दा दा दा,12,दा दा दा दा द दा द दा दा दा दा दा,12,दा दा दा दा द दा द दा दा दा दा दा,12,दा दा दा दा द दा द दा दा दा दा दा,सम-वृत्त
अभीकम्,28,4,7,द दा दा द दा दा दा,7,द दा दा द दा दा दा,7,द दा दा द दा दा दा,7,द दा दा द दा दा दा,सम-वृत्त
दूरावलोकः,84,4,21,दा दा दा दा द दा दा द दा द दा द दा दा दा दा द दा दा द दा,21,दा दा दा दा द दा दा द दा द दा द दा दा दा दा द दा दा द दा,21,दा दा दा दा द दा दा द दा द दा द दा दा दा दा द दा दा द दा,21,दा दा दा दा द दा दा द दा द दा द दा दा दा दा द दा दा द दा,सम-वृत्त
पुरोहिता,28,4,7,द दा द दा द दा दा,7,द दा द दा द दा दा,7,द दा द दा द दा दा,7,द दा द दा द दा दा,सम-वृत्त
प्रोथा,24,4,6,दा दा दा द दा द,6,दा दा दा द दा द,6,दा दा दा द दा द,6,दा दा दा द दा द,सम-वृत्त
नखपदा,32,4,8,द दा द दा द दा दा द,8,द दा द दा द दा दा द,8,द दा द दा द दा दा द,8,द दा द दा द दा दा द,सम-वृत्त
पारावारान्तस्थम्,92,4,23,दा दा दा दा दा दा दा दा दा द दा दा दा द दा द दा दा दा दा द दा दा,23,दा दा दा दा दा दा दा दा दा द दा दा दा द दा द दा दा दा दा द दा दा,23,दा दा दा दा दा दा दा दा दा द दा दा दा द दा द दा दा दा दा द दा दा,23,दा दा दा दा दा दा दा दा दा द दा दा दा द दा द दा दा दा दा द दा दा,सम-वृत्त
वडिशभेदिनी,40,4,10,द दा द दा द दा द दा द दा,10,द दा द दा द दा द दा द दा,10,द दा द दा द दा द दा द दा,10,द दा द दा द दा द दा द दा,सम-वृत्त
कर्मठः,52,4,13,दा द दा दा द दा दा द दा दा द दा दा,13,दा द दा दा द दा दा द दा दा द दा दा,13,दा द दा दा द दा दा द दा दा द दा दा,13,दा द दा दा द दा दा द दा दा द दा दा,सम-वृत्त
विगाहितगेहम्,96,4,24,द दा द दा द दा द दा द दा दा दा दा दा दा द दा द दा दा द दा दा दा,24,द दा द दा द दा द दा द दा दा दा दा दा दा द दा द दा दा द दा दा दा,24,द दा द दा द दा द दा द दा दा दा दा दा दा द दा द दा दा द दा दा दा,24,द दा द दा द दा द दा द दा दा दा दा दा दा द दा द दा दा द दा दा दा,सम-वृत्त
कमलपरम्,64,4,16,द दा द दा दा दा द दा द दा दा दा दा द दा दा,16,द दा द दा दा दा द दा द दा दा दा दा द दा दा,16,द दा द दा दा दा द दा द दा दा दा दा द दा दा,16,द दा द दा दा दा द दा द दा दा दा दा द दा दा,सम-वृत्त
साचीकृतवदना,46,4,11,द दा द दा दा दा दा द दा दा दा,12,दा दा द दा द दा दा द दा द दा दा,11,द दा द दा दा दा दा द दा दा दा,12,दा दा द दा द दा दा द दा द दा दा,This is an  ardha-sama-vRtta [ अर्ध-सम-वृत्त
वंशोत्तंसा,56,4,14,दा दा द दा दा दा द दा दा दा दा दा दा दा,14,दा दा द दा दा दा द दा दा दा दा दा दा दा,14,दा दा द दा दा दा द दा दा दा दा दा दा दा,14,दा दा द दा दा दा द दा दा दा दा दा दा दा,सम-वृत्त
कर्णाटकम्,104,4,26,दा दा द दा द दा द दा द दा द दा द दा द दा द दा द दा द दा द दा द दा,26,दा दा द दा द दा द दा द दा द दा द दा द दा द दा द दा द दा द दा द दा,26,दा दा द दा द दा द दा द दा द दा द दा द दा द दा द दा द दा द दा द दा,26,दा दा द दा द दा द दा द दा द दा द दा द दा द दा द दा द दा द दा द दा,सम-वृत्त
मरु,32,4,8,द दा द दा द दा द दा,8,द दा द दा द दा द दा,8,द दा द दा द दा द दा,8,द दा द दा द दा द दा,सम-वृत्त
अर्धरुतम्,52,4,13,दा द दा द दा द दा दा दा द दा द दा,13,दा द दा द दा द दा दा द दा दा द दा,13,दा द दा द दा द दा दा दा द दा द दा,13,दा द दा द दा द दा दा द दा दा द दा,This is an  ardha-sama-vRtta [ अर्ध-सम-वृत्त
अचलपङ्क्तिः,40,4,10,दा द दा द दा द दा द दा दा,10,दा द दा द दा द दा द दा दा,10,दा द दा द दा द दा द दा दा,10,दा द दा द दा द दा द दा दा,सम-वृत्त
वृन्दा,28,4,7,दा दा द दा द दा द,7,दा दा द दा द दा द,7,दा दा द दा द दा द,7,दा दा द दा द दा द,सम-वृत्त
ललितालबालम्,44,4,11,द दा दा द दा द दा दा दा दा दा,11,द दा दा द दा द दा दा दा दा दा,11,द दा दा द दा द दा दा दा दा दा,11,द दा दा द दा द दा दा दा दा दा,सम-वृत्त
मधुमल्ली,36,4,9,द दा दा दा द दा दा द दा,9,द दा दा दा द दा दा द दा,9,द दा दा दा द दा दा द दा,9,द दा दा दा द दा दा द दा,सम-वृत्त
प्रतीपवल्ली,64,4,16,द दा दा द दा दा दा द दा दा द दा द दा दा दा,16,द दा दा द दा दा दा द दा दा द दा द दा दा दा,16,द दा दा द दा दा दा द दा दा द दा द दा दा दा,16,द दा दा द दा दा दा द दा दा द दा द दा दा दा,सम-वृत्त
नगमहिता,48,4,12,द दा दा दा द दा दा द दा द दा दा,12,द दा दा दा द दा दा द दा द दा दा,12,द दा दा दा द दा दा द दा द दा दा,12,द दा दा दा द दा दा द दा द दा दा,सम-वृत्त
भाजनशीला,52,4,13,दा दा द दा दा दा दा द दा दा द दा दा,13,दा दा द दा दा दा दा द दा दा द दा दा,13,दा दा द दा दा दा दा द दा दा द दा दा,13,दा दा द दा दा दा दा द दा दा द दा दा,सम-वृत्त
प्रभावती,52,4,13,दा दा द दा द दा द दा दा द दा द दा,13,दा दा द दा द दा द दा दा द दा द दा,13,दा दा द दा द दा द दा दा द दा द दा,13,दा दा द दा द दा द दा दा द दा द दा,सम-वृत्त
आर्द्रा,44,4,11,द दा द दा दा द दा दा द दा दा,11,दा दा द दा दा द दा दा द दा दा,11,दा दा द दा दा द दा दा द दा दा,11,द दा द दा दा द दा दा द दा दा,विषम-वृत्त
विषाणाश्रितम्,104,4,26,द दा दा द दा द दा द दा दा द दा द दा द दा दा द दा द दा द दा दा द दा,26,द दा दा द दा द दा द दा दा द दा द दा द दा दा द दा द दा द दा दा द दा,26,द दा दा द दा द दा द दा दा द दा द दा द दा दा द दा द दा द दा दा द दा,26,द दा दा द दा द दा द दा दा द दा द दा द दा दा द दा द दा द दा दा द दा,सम-वृत्त
अर्धकुसुमिता,52,4,13,दा द दा द दा दा द दा द दा द दा दा,13,दा द दा द दा दा द दा द दा द दा दा,13,दा द दा द दा दा द दा द दा द दा दा,13,दा द दा द दा दा द दा द दा द दा दा,सम-वृत्त
भासितसरणिः,48,4,12,दा द दा द दा द दा द दा द दा दा,12,दा द दा द दा द दा द दा द दा दा,12,दा द दा द दा द दा द दा द दा दा,12,दा द दा द दा द दा द दा द दा दा,सम-वृत्त
अम्मेथी,28,4,7,दा दा दा दा द दा द,7,दा दा दा दा द दा द,7,दा दा दा दा द दा द,7,दा दा दा दा द दा द,सम-वृत्त
चित्रपदा,32,4,8,दा द दा दा द दा दा दा,8,दा द दा दा द दा दा दा,8,दा द दा दा द दा दा दा,8,दा द दा दा द दा दा दा,सम-वृत्त
शालभञ्जिका,44,4,11,द दा दा द दा द दा द दा द दा,11,दा द दा दा दा द दा द दा द दा,11,द दा दा द दा द दा द दा द दा,11,दा द दा दा दा द दा द दा द दा,This is an  ardha-sama-vRtta [ अर्ध-सम-वृत्त
अभ्रभ्रमशीला,52,4,13,दा दा द दा दा दा द दा दा दा द दा दा,13,दा दा द दा दा दा द दा दा दा द दा दा,13,दा दा द दा दा दा द दा दा दा द दा दा,13,दा दा द दा दा दा द दा दा दा द दा दा,सम-वृत्त
हरणि,12,4,3,द दा द,3,द दा द,3,द दा द,3,द दा द,सम-वृत्त
प्रपातावतारम्,44,4,11,द दा दा द दा दा दा द दा द दा,11,द दा दा द दा दा दा द दा द दा,11,द दा दा द दा दा दा द दा द दा,11,द दा दा द दा दा दा द दा द दा,सम-वृत्त
लोलतनु,28,4,7,द दा दा दा द दा द,7,द दा दा दा द दा द,7,द दा दा दा द दा द,7,द दा दा दा द दा द,सम-वृत्त
अट्टासिनी,52,4,13,दा दा द दा द दा दा द दा द दा दा द,13,दा दा द दा द दा दा द दा द दा दा द,13,दा दा द दा द दा दा द दा द दा दा द,13,दा दा द दा द दा दा द दा द दा दा द,सम-वृत्त
दर्पमाला,52,4,13,द दा दा द दा दा दा द दा दा द दा दा,13,द दा दा द दा दा दा द दा दा द दा दा,13,द दा दा द दा दा दा द दा दा द दा दा,13,द दा दा द दा दा दा द दा दा द दा दा,सम-वृत्त
नवसरा,28,4,7,दा दा दा द दा द दा,7,दा दा दा द दा द दा,7,दा दा दा द दा द दा,7,दा दा दा द दा द दा,सम-वृत्त
भूरिशिखा,56,4,14,द दा दा द दा दा दा दा दा दा दा द दा दा,14,द दा दा द दा दा दा दा दा दा दा द दा दा,14,द दा दा द दा दा दा दा दा दा दा द दा दा,14,द दा दा द दा दा दा दा दा दा दा द दा दा,सम-वृत्त
धवलकरी,48,4,12,द दा द दा द दा दा द दा दा दा दा,12,द दा द दा द दा दा द दा दा दा दा,12,द दा द दा द दा दा द दा दा दा दा,12,द दा द दा द दा दा द दा दा दा दा,सम-वृत्त
अतिजनि,32,4,8,दा दा दा दा द दा द दा,8,दा दा दा दा द दा द दा,8,दा दा दा दा द दा द दा,8,दा दा दा दा द दा द दा,सम-वृत्त
शरलीढा,36,4,9,द दा द दा दा द दा दा दा,9,द दा द दा दा द दा दा दा,9,द दा द दा दा द दा दा दा,9,द दा द दा दा द दा दा दा,सम-वृत्त
मार्दङ्गी,64,4,14,द दा दा द दा द दा द दा द दा द दा दा,18,दा दा दा द दा द दा दा द दा द दा द दा द दा दा दा,14,द दा दा द दा द दा द दा द दा द दा दा,18,दा दा दा द दा द दा दा द दा द दा द दा द दा दा दा,This is an  ardha-sama-vRtta [ अर्ध-सम-वृत्त
प्रोञ्छिता,28,4,7,द दा दा दा द दा द,7,द दा दा दा द दा द,7,द दा दा दा द दा द,7,द दा दा दा द दा द,सम-वृत्त
काही,28,4,7,द दा दा दा दा द दा,7,द दा दा दा दा द दा,7,द दा दा दा दा द दा,7,द दा दा दा दा द दा,सम-वृत्त
द्विमिला,96,4,24,द दा दा द दा दा द दा दा द दा दा द दा दा द दा दा द दा दा द दा दा,24,द दा दा द दा दा द दा दा द दा दा द दा दा द दा दा द दा दा द दा दा,24,द दा दा द दा दा द दा दा द दा दा द दा दा द दा दा द दा दा द दा दा,24,द दा दा द दा दा द दा दा द दा दा द दा दा द दा दा द दा दा द दा दा,सम-वृत्त
अपरप्रीणिता,58,4,16,द दा द दा द दा द दा दा दा दा द दा दा द दा,13,द दा द दा द दा दा दा द दा दा द दा,16,द दा द दा द दा द दा दा दा दा द दा दा द दा,13,द दा द दा द दा दा दा द दा दा द दा,This is an  ardha-sama-vRtta [ अर्ध-सम-वृत्त
ढुण्ढि,24,4,6,द दा दा दा दा द,6,द दा दा दा दा द,6,द दा दा दा दा द,6,द दा दा दा दा द,सम-वृत्त
प्रमाथिनी,50,4,13,द दा द दा दा द दा दा द दा द दा दा,12,द दा दा दा द दा दा द दा द दा दा,13,द दा द दा दा द दा दा द दा द दा दा,12,द दा दा दा द दा दा द दा द दा दा,This is an  ardha-sama-vRtta [ अर्ध-सम-वृत्त
तरलनयनम्,48,4,12,द दा द दा द दा द दा द दा द दा,12,द दा द दा द दा द दा द दा द दा,12,द दा द दा द दा द दा द दा द दा,12,द दा द दा द दा द दा द दा द दा,सम-वृत्त
भ्रमरावलिका,60,4,15,द दा दा द दा दा द दा दा द दा दा द दा दा,15,द दा दा द दा दा द दा दा द दा दा द दा दा,15,द दा दा द दा दा द दा दा द दा दा द दा दा,15,द दा दा द दा दा द दा दा द दा दा द दा दा,सम-वृत्त
मयूरी,28,4,7,द दा दा दा द दा द,7,द दा दा दा द दा द,7,द दा दा दा द दा द,7,द दा दा दा द दा द,सम-वृत्त
उत्पलमालिका,80,4,20,दा द दा दा द दा द दा द दा द दा दा द दा दा द दा द दा,20,दा द दा दा द दा द दा द दा द दा दा द दा दा द दा द दा,20,दा द दा दा द दा द दा द दा द दा दा द दा दा द दा द दा,20,दा द दा दा द दा द दा द दा द दा दा द दा दा द दा द दा,सम-वृत्त
मधुपालि,56,4,14,द दा दा द दा दा द दा दा द दा दा द दा,14,द दा दा द दा दा द दा दा द दा दा द दा,14,द दा दा द दा दा द दा दा द दा दा द दा,14,द दा दा द दा दा द दा दा द दा दा द दा,सम-वृत्त
विपुलपालिका,48,4,12,दा द दा द दा द दा द दा दा द दा,12,दा द दा द दा द दा द दा दा द दा,12,दा द दा द दा द दा द दा दा द दा,12,दा द दा द दा द दा द दा दा द दा,सम-वृत्त
अर्धकला,36,4,9,द दा दा द दा दा द दा दा,9,द दा दा द दा दा द दा दा,9,द दा दा द दा दा द दा दा,9,द दा दा द दा दा द दा दा,सम-वृत्त
मोदकम्,48,4,12,दा द दा दा द दा दा द दा दा द दा,12,दा द दा दा द दा दा द दा दा द दा,12,दा द दा दा द दा दा द दा दा द दा,12,दा द दा दा द दा दा द दा दा द दा,सम-वृत्त
प्रसृमरमरालिका,48,4,12,द दा द दा द दा द दा द दा द दा,12,द दा द दा द दा द दा द दा द दा,12,द दा द दा द दा द दा द दा द दा,12,द दा द दा द दा द दा द दा द दा,सम-वृत्त
विरला,48,4,12,द दा दा द दा द दा दा द दा द दा,12,द दा दा द दा द दा दा द दा द दा,12,द दा दा द दा द दा दा द दा द दा,12,द दा दा द दा द दा दा द दा द दा,सम-वृत्त
बालविक्रीडितम्,68,4,17,दा द दा द दा दा द दा द दा द दा द दा दा द दा,17,दा द दा द दा दा द दा द दा द दा द दा दा द दा,17,दा द दा द दा दा द दा द दा द दा द दा दा द दा,17,दा द दा द दा दा द दा द दा द दा द दा दा द दा,सम-वृत्त
अनासववासिता,62,4,16,द दा दा दा द दा दा द दा द दा द दा द दा दा,15,द दा द दा द दा द दा द दा द दा द दा दा,16,द दा दा दा द दा दा द दा द दा द दा द दा दा,15,द दा द दा द दा द दा द दा द दा द दा दा,This is an  ardha-sama-vRtta [ अर्ध-सम-वृत्त
ऋजु,16,4,4,द दा द दा,4,द दा द दा,4,द दा द दा,4,द दा द दा,सम-वृत्त
कराली,32,4,8,दा दा द दा दा द दा दा,8,दा दा द दा दा द दा दा,8,दा दा द दा दा द दा दा,8,दा दा द दा दा द दा दा,सम-वृत्त
मेदुरदन्तम्,96,4,24,दा द दा दा द दा दा द दा दा द दा दा द दा दा द दा दा द दा दा द दा,24,दा द दा दा द दा दा द दा दा द दा दा द दा दा द दा दा द दा दा द दा,24,दा द दा दा द दा दा द दा दा द दा दा द दा दा द दा दा द दा दा द दा,24,दा द दा दा द दा दा द दा दा द दा दा द दा दा द दा दा द दा दा द दा,सम-वृत्त
कालम्बी,28,4,7,दा दा दा द दा द दा,7,दा दा दा द दा द दा,7,दा दा दा द दा द दा,7,दा दा दा द दा द दा,सम-वृत्त
गोत्रगरीयः,92,4,23,दा द दा दा दा द दा द दा दा दा द दा दा दा द दा द दा दा द दा दा,23,दा द दा दा दा द दा द दा दा दा द दा दा दा द दा द दा दा द दा दा,23,दा द दा दा दा द दा द दा दा दा द दा दा दा द दा द दा दा द दा दा,23,दा द दा दा दा द दा द दा दा दा द दा दा दा द दा द दा दा द दा दा,सम-वृत्त
पुटः,48,4,12,द दा द दा द दा दा दा दा द दा दा,12,द दा द दा द दा दा दा दा द दा दा,12,द दा द दा द दा दा दा दा द दा दा,12,द दा द दा द दा दा दा दा द दा दा,सम-वृत्त
बलोर्जिता,48,4,12,द दा द दा दा द दा द दा द दा दा,12,द दा द दा दा द दा द दा द दा दा,12,द दा द दा दा द दा द दा द दा दा,12,द दा द दा दा द दा द दा द दा दा,सम-वृत्त
दोषा,28,4,7,दा दा द दा दा द दा,7,दा दा द दा दा द दा,7,दा दा द दा दा द दा,7,दा दा द दा दा द दा,सम-वृत्त
अनासादि,28,4,7,दा द दा द दा दा द,7,दा द दा द दा दा द,7,दा द दा द दा दा द,7,दा द दा द दा दा द,सम-वृत्त
कोशि,28,4,7,दा द दा द दा द दा,7,दा द दा द दा द दा,7,दा द दा द दा द दा,7,दा द दा द दा द दा,सम-वृत्त
वार्द्धि,20,4,5,द दा द दा द,5,द दा द दा द,5,द दा द दा द,5,द दा द दा द,सम-वृत्त
तुङ्गा,32,4,8,द दा द दा द दा दा दा,8,द दा द दा द दा दा दा,8,द दा द दा द दा दा दा,8,द दा द दा द दा दा दा,सम-वृत्त
कल्पलतापताकिनी,76,4,19,दा दा दा द दा द दा द दा द दा दा द दा दा द दा द दा,19,दा दा दा द दा द दा द दा द दा दा द दा दा द दा द दा,19,दा दा दा द दा द दा द दा द दा दा द दा दा द दा द दा,19,दा दा दा द दा द दा द दा द दा दा द दा दा द दा द दा,सम-वृत्त
चम्पकमाला,40,4,10,दा द दा दा दा दा द दा दा दा,10,दा द दा दा दा दा द दा दा दा,10,दा द दा दा दा दा द दा दा दा,10,दा द दा दा दा दा द दा दा दा,सम-वृत्त
कुररीरुता,56,4,14,द दा द दा दा द दा द दा द दा द दा दा,14,द दा द दा दा द दा द दा द दा द दा दा,14,द दा द दा दा द दा द दा द दा द दा दा,14,द दा द दा दा द दा द दा द दा द दा दा,सम-वृत्त
शिशुमुखी,52,4,13,द दा द दा द दा द दा द दा दा द दा,13,द दा द दा द दा द दा दा द दा द दा,13,द दा द दा द दा द दा द दा दा द दा,13,द दा द दा द दा द दा दा द दा द दा,This is an  ardha-sama-vRtta [ अर्ध-सम-वृत्त
अतिमोहा,32,4,8,द दा दा दा द दा दा दा,8,द दा दा दा द दा दा दा,8,द दा दा दा द दा दा दा,8,द दा दा दा द दा दा दा,सम-वृत्त
गगनोद्गता,56,4,14,दा द दा द दा द दा द दा द दा दा द दा,14,दा द दा द दा द दा द दा द दा दा द दा,14,दा द दा द दा द दा द दा द दा दा द दा,14,दा द दा द दा द दा द दा द दा दा द दा,सम-वृत्त
आकतनु,32,4,8,द दा द दा दा द दा द,8,द दा द दा दा द दा द,8,द दा द दा दा द दा द,8,द दा द दा दा द दा द,सम-वृत्त
प्रवाहिका,52,4,13,द दा द दा दा द दा दा द दा दा द दा,13,द दा द दा दा द दा दा द दा दा द दा,13,द दा द दा दा द दा दा द दा दा द दा,13,द दा द दा दा द दा दा द दा दा द दा,सम-वृत्त
अरजस्का,24,4,6,द दा द दा दा दा,6,द दा द दा दा दा,6,द दा द दा दा दा,6,द दा द दा दा दा,सम-वृत्त
उन्नालम्,40,4,10,दा दा द दा द दा द दा दा दा,10,दा दा द दा द दा द दा दा दा,10,दा दा द दा द दा द दा दा दा,10,दा दा द दा द दा द दा दा दा,सम-वृत्त
बहुलाभ्रम्,60,4,15,द दा दा दा द दा द दा दा दा द दा दा दा दा,15,द दा दा दा द दा द दा दा दा द दा दा दा दा,15,द दा दा दा द दा द दा दा दा द दा दा दा दा,15,द दा दा दा द दा द दा दा दा द दा दा दा दा,सम-वृत्त
विकत्थनम्,48,4,12,द दा द दा दा द दा द दा द दा दा,12,द दा द दा दा द दा द दा द दा दा,12,द दा द दा दा द दा द दा द दा दा,12,द दा द दा दा द दा द दा द दा दा,सम-वृत्त
कर्णिनी,44,4,11,दा द दा द दा द दा द दा दा दा,11,दा द दा द दा द दा द दा द दा,11,दा द दा द दा द दा द दा दा दा,11,दा द दा द दा द दा द दा द दा,This is an  ardha-sama-vRtta [ अर्ध-सम-वृत्त
वैधात्री,48,4,12,द दा द दा दा द दा दा द दा द दा,12,द दा द दा दा द दा दा द दा द दा,12,दा दा द दा दा द दा दा द दा द दा,12,द दा द दा दा द दा दा द दा द दा,विषम-वृत्त
वैश्वदेवी,48,4,12,दा दा दा दा दा दा द दा दा द दा दा,12,दा दा दा दा दा दा द दा दा द दा दा,12,दा दा दा दा दा दा द दा दा द दा दा,12,दा दा दा दा दा दा द दा दा द दा दा,सम-वृत्त
शङ्खद्युति,24,4,6,द दा दा दा द दा,6,द दा दा दा द दा,6,द दा दा दा द दा,6,द दा दा दा द दा,सम-वृत्त
प्रमोदपरिणीता,58,4,14,द दा द दा द दा दा द दा द दा द दा दा,15,द दा द दा दा द दा दा द दा द दा द दा दा,14,द दा द दा द दा दा द दा द दा द दा दा,15,द दा द दा दा द दा दा द दा द दा द दा दा,This is an  ardha-sama-vRtta [ अर्ध-सम-वृत्त
कुही,24,4,6,द दा द दा द दा,6,द दा द दा द दा,6,द दा द दा द दा,6,द दा द दा द दा,सम-वृत्त
निषधम्,36,4,9,दा द दा दा द दा द दा दा,9,दा द दा दा द दा द दा दा,9,दा द दा दा द दा द दा दा,9,दा द दा दा द दा द दा दा,सम-वृत्त
सोपधि,24,4,6,दा द दा दा द दा,6,दा द दा दा द दा,6,दा द दा दा द दा,6,दा द दा दा द दा,सम-वृत्त
संपातशीला,44,4,10,दा दा द दा दा दा दा द दा दा,12,द दा दा द दा द दा दा दा द दा दा,10,दा दा द दा दा दा दा द दा दा,12,द दा दा द दा द दा दा दा द दा दा,This is an  ardha-sama-vRtta [ अर्ध-सम-वृत्त
वरीयः,20,4,5,द दा दा द दा,5,द दा दा द दा,5,द दा दा द दा,5,द दा दा द दा,सम-वृत्त
कीरलेखा,52,4,13,द दा द दा द दा द दा द दा द दा दा,13,द दा द दा द दा द दा द दा द दा दा,13,द दा द दा द दा द दा द दा द दा दा,13,द दा द दा द दा द दा द दा द दा दा,सम-वृत्त
प्रभासिता,40,4,10,दा दा दा द दा दा द दा द दा,10,द दा दा द दा दा द दा द दा,10,दा दा दा द दा दा द दा द दा,10,द दा दा द दा दा द दा द दा,This is an  ardha-sama-vRtta [ अर्ध-सम-वृत्त
समित्,44,4,11,द दा द दा दा दा द दा द दा दा,11,द दा द दा दा दा द दा द दा दा,11,द दा द दा दा दा द दा द दा दा,11,द दा द दा दा दा द दा द दा दा,सम-वृत्त
कीलालम्,40,4,10,दा द दा दा दा दा दा दा द दा,10,दा द दा दा दा दा दा दा द दा,10,दा द दा दा दा दा दा दा द दा,10,दा द दा दा दा दा दा दा द दा,सम-वृत्त
प्रवरललितम्,64,4,16,द दा दा दा दा दा द दा द दा द दा दा द दा दा,16,द दा दा दा दा दा द दा द दा द दा दा द दा दा,16,द दा दा दा दा दा द दा द दा द दा दा द दा दा,16,द दा दा दा दा दा द दा द दा द दा दा द दा दा,सम-वृत्त
वीरणमाला,48,4,12,दा द दा दा दा द दा द दा द दा दा,12,दा द दा दा दा द दा द दा द दा दा,12,दा द दा दा दा द दा द दा द दा दा,12,दा द दा दा दा द दा द दा द दा दा,सम-वृत्त
अनिन्दगुर्विन्दुः,56,4,14,द दा द दा दा दा दा दा द दा द दा दा दा,14,द दा द दा दा दा दा दा द दा द दा दा दा,14,द दा द दा दा दा दा दा द दा द दा दा दा,14,द दा द दा दा दा दा दा द दा द दा दा दा,सम-वृत्त
वरिवशिता,52,4,13,द दा दा द दा दा द दा द दा द दा दा,13,द दा दा द दा दा द दा द दा द दा दा,13,द दा दा द दा दा द दा द दा द दा दा,13,द दा दा द दा दा द दा द दा द दा दा,सम-वृत्त
विनिद्रसिन्धुरः,104,4,26,दा द दा दा द दा दा द दा दा द दा द दा द दा द दा द दा द दा द दा द दा,26,दा द दा दा द दा दा द दा दा द दा द दा द दा द दा द दा द दा द दा द दा,26,दा द दा दा द दा दा द दा दा द दा द दा द दा द दा द दा द दा द दा द दा,26,दा द दा दा द दा दा द दा दा द दा द दा द दा द दा द दा द दा द दा द दा,सम-वृत्त
ललिता,48,4,12,दा दा द दा द दा द दा द दा द दा,12,दा दा द दा द दा द दा द दा द दा,12,दा दा द दा द दा द दा द दा द दा,12,दा दा द दा द दा द दा द दा द दा,सम-वृत्त
फुल्लदाम,76,4,19,दा दा दा दा दा द दा द दा द दा दा दा द दा दा द दा दा,19,दा दा दा दा दा द दा द दा द दा दा दा द दा दा द दा दा,19,दा दा दा दा दा द दा द दा द दा दा दा द दा दा द दा दा,19,दा दा दा दा दा द दा द दा द दा दा दा द दा दा द दा दा,सम-वृत्त
अप्रीता,32,4,8,द दा द दा दा दा द दा,8,द दा द दा दा दा द दा,8,द दा द दा दा दा द दा,8,द दा द दा दा दा द दा,सम-वृत्त
